dre,nome,data_inicio,data_fim,cr
847944376,Forest McGow,2019-08-31,2018-04-18,0.4
345504969,Marcille Kures,2018-04-30,2016-03-22,1.9
068913852,Lindsy Broadwood,2017-12-30,2018-08-12,6.0
402437459,Margaux Starzaker,2019-09-16,2018-10-19,8.7
444811871,Annalise Kimblen,2016-02-28,2017-10-15,1.0
927475195,Adolphus Kardos-Stowe,2018-07-25,2017-10-24,2.1
044493011,Mathilde Python,2018-01-25,2017-07-13,1.5
775641952,Vincenz Gravestone,2017-06-28,2017-05-24,6.4
433553767,Shalna McCullagh,2018-09-11,2017-04-20,9.2
611786639,Norry McHaffy,2018-09-30,2016-06-21,1.0
167280917,Goober Blaine,2018-11-13,2017-08-27,4.2
773575640,Dorree Coade,2017-05-19,2018-09-26,8.0
000959125,Sansone Oguz,2018-10-03,2017-05-26,7.0
524441409,Heywood Thurnham,2017-06-27,2017-11-05,5.7
455208815,Hewitt Perview,2016-12-09,2019-07-16,3.7
481957139,Karee Yuranovev,2018-07-10,2016-08-28,6.0
928190565,Remus Durtnal,2017-02-06,2018-07-04,8.2
469419768,Layton London,2015-11-07,2018-12-31,2.3
505770797,Sly Coston,2017-08-18,2016-02-11,4.8
953790188,Zerk Pickersgill,2019-09-01,2019-10-03,2.1
663880607,Antons Leabeater,2019-05-26,2017-04-14,2.8
667348150,Karolina Maddrah,2019-03-21,2017-12-27,9.0
200574987,Wash McQuilty,2018-12-24,2016-02-01,9.2
999219361,Yelena Stedman,2018-05-23,2018-12-07,4.4
925622419,Rossy Dalzell,2016-12-06,2018-12-22,3.0
968420592,Ruthy Sloane,2016-04-24,2017-03-07,4.6
662722388,Abbe Cresswell,2019-09-11,2019-10-03,0.7
952232128,Kaylyn Palatini,2019-02-07,2016-05-08,4.9
726575265,Dwight Goggey,2019-01-02,2016-07-09,3.6
631590306,Constantin Archley,2018-03-09,2016-12-23,5.4
673537512,Rudie Kent,2018-11-06,2017-01-22,6.5
142353902,Anissa Landall,2018-02-27,2016-12-29,8.2
564933674,Ingemar Hambatch,2019-02-24,2016-03-04,5.0
522964595,Fair Paulmann,2016-01-27,2018-07-16,7.9
786413559,Carri Muzzall,2019-08-31,2019-06-02,0.3
869122544,Audre Rideout,2018-04-22,2018-11-10,9.3
040148559,Willy Tallent,2018-09-07,2016-05-29,0.2
728875405,Wit Daens,2017-07-21,2019-02-03,4.3
404422020,Rodger Claypoole,2017-02-16,2017-01-29,6.4
386498549,Ronald O'Bradain,2019-03-08,2019-07-14,1.8
599264218,Clarke Dallander,2016-10-26,2019-03-08,0.7
306874140,Francklin Gethyn,2016-07-04,2016-07-24,3.8
675331524,Charo Amdohr,2017-12-14,2019-08-14,3.1
705377539,Shauna Yeoland,2017-08-10,2019-07-30,6.7
315585013,Katheryn Tumioto,2019-05-16,2016-01-25,6.7
986697480,Ernest D'Agostini,2018-09-21,2016-11-04,4.1
495273693,Leonid Hovenden,2018-07-12,2019-05-24,3.4
250688068,Alicia Denne,2018-12-22,2019-10-02,8.8
854162622,Kalle Rubega,2019-03-07,2016-09-08,6.1
013361480,Felicia Gaiger,2017-01-10,2016-09-02,6.6
456298573,Dill Avann,2018-05-05,2019-01-09,1.9
191352234,Buckie Rex,2015-10-11,2016-01-24,9.5
976772453,Doloritas Roughey,2017-05-24,2018-12-07,4.9
024678768,Cass Brickell,2019-07-19,2018-01-15,6.6
287862233,Odelinda Bidwell,2018-06-09,2018-11-25,2.0
657967906,Adrea Scahill,2017-11-22,2018-01-19,6.1
264786443,Frieda Winters,2018-04-27,2017-05-19,4.8
090985961,Deane Bunworth,2017-04-25,2018-06-04,2.8
127518677,Kellina De Domenico,2019-06-13,2018-04-27,7.7
659052350,Marigold Klimochkin,2016-09-22,2015-12-22,7.6
879201774,Myranda Rizzillo,2019-01-23,2019-06-21,0.9
304575036,Cornela Martinelli,2017-01-18,2016-05-11,2.6
518281288,Amaleta Trunks,2017-06-12,2017-10-05,7.3
696269981,Brew Kingsland,2017-06-21,2018-04-25,1.8
791754551,Kincaid Dracksford,2017-10-12,2017-04-28,9.2
535936428,Phil Petch,2019-09-10,2018-01-03,8.8
361911727,Benyamin Tolworth,2017-03-05,2016-04-11,8.7
626212446,Mechelle O'Hingerty,2017-09-25,2017-07-25,5.2
314664371,Hermine Blythin,2016-01-21,2019-03-10,5.9
889309561,Lurline Dwire,2018-01-16,2016-04-26,6.2
268550566,Gaspard Linzey,2015-10-14,2018-03-28,1.6
859224121,Jena Jorin,2017-08-01,2018-12-26,4.4
757836414,Katy Martello,2018-01-28,2019-06-23,4.6
817834354,Aguie Slatten,2015-11-12,2018-04-25,8.2
124258491,Martyn Rainon,2016-09-10,2016-08-11,1.3
814990782,Jeramey Hayzer,2017-03-29,2019-09-19,3.6
354751348,Alexandrina Sandeford,2017-03-02,2019-08-15,2.6
077172452,Jodee Dedrick,2016-12-26,2019-08-26,6.2
151399359,Milt MacQuarrie,2018-05-22,2016-05-07,9.0
232529850,Brigitta Nuzzti,2019-08-25,2019-09-01,0.9
848063168,Cris Iveson,2019-03-16,2018-03-10,7.3
450485678,Neda Dunniom,2017-12-05,2018-07-19,9.8
299728114,Ulrick Madigan,2016-01-10,2016-04-28,6.8
677051050,Homerus Rubury,2018-05-27,2018-08-17,4.6
678191239,Coleman Funcheon,2019-03-25,2018-10-01,3.8
231772770,Herbie Yellop,2016-01-24,2019-08-03,4.2
083028343,Rudolf Rosewell,2017-04-12,2019-08-10,6.2
186080235,Danika MacLaughlin,2018-07-25,2019-06-04,0.8
881795992,Joly Iredell,2017-07-30,2016-02-26,4.3
639146820,Silvano Wilkisson,2017-05-20,2017-05-10,6.1
882170351,Obed Bleesing,2019-04-09,2017-01-23,7.4
875716779,Dewey Shewen,2019-06-28,2016-04-22,0.5
352011840,Huntington Beidebeke,2017-05-05,2018-09-16,2.2
238137915,Fredelia Fearns,2018-01-29,2015-12-10,9.4
516053917,Sibylla Dyter,2017-07-14,2019-06-03,9.2
523882658,Mimi Waren,2017-03-09,2019-05-12,7.0
417298002,Vincent Mugridge,2018-03-22,2017-10-09,9.4
516056445,Emera Waterstone,2018-10-16,2019-09-30,7.0
227978599,Lorrie Follos,2017-11-15,2019-07-08,2.1
509596727,Llewellyn De Stoop,2016-02-16,2019-01-21,8.9
970505980,Antone Upson,2017-10-25,2018-09-14,9.5
799868521,Kacie Siviour,2018-04-09,2017-08-21,3.2
667841875,Rutledge Ganing,2017-12-08,2018-07-10,3.6
921577595,Blinni Gayden,2019-03-01,2016-01-12,4.1
609202709,Muffin Reek,2016-08-14,2019-01-22,3.2
583413237,Julia Fieldgate,2016-04-13,2019-01-22,1.7
618304500,Lurette Ranklin,2018-11-29,2016-07-19,9.3
936137688,Sallee Bosworth,2016-11-30,2016-07-13,3.4
538266525,Nicolai Studeart,2019-06-25,2016-02-22,5.8
755055759,Daisy Ravenhill,2018-04-22,2017-11-27,2.6
691026495,Ida Pardal,2019-03-29,2019-03-28,6.8
975430189,Elwood Weond,2017-02-06,2019-05-04,5.2
264865570,Mel Tillot,2016-08-31,2018-01-01,8.5
024853099,Venita Moxon,2016-11-04,2018-05-16,9.8
022846461,Jennine Skewes,2018-10-02,2017-10-03,7.1
373358931,Darrell Redan,2017-11-16,2017-01-02,5.0
987831503,Killy Olivello,2017-06-19,2017-06-15,0.5
300941775,Rodi Halesworth,2016-04-29,2019-06-24,5.4
403964089,Iorgos Toping,2018-03-28,2019-06-13,1.6
394306825,Raleigh Henkens,2016-03-04,2016-03-27,2.0
717387447,Ingaborg Siege,2017-05-27,2016-04-07,4.4
579846491,Winifred Quimby,2018-02-22,2016-08-29,9.7
891902883,Neall Pooley,2017-06-26,2017-08-26,2.1
773281521,Shay Cavil,2019-01-27,2016-08-12,5.9
428481232,Frances Lemmertz,2016-09-01,2016-01-30,2.8
787637652,Mozes Gerritzen,2018-07-13,2016-09-27,6.9
482540518,Darrick Spering,2016-12-29,2019-03-27,9.5
779554969,Val Bodle,2018-08-15,2016-11-13,9.6
842950489,Yorke Lukianovich,2018-01-31,2017-04-25,8.3
993767366,Laverne La Grange,2016-09-07,2017-01-31,2.9
592917407,Antonetta Carefull,2017-12-02,2016-04-20,8.9
190663098,Erika Ludl,2017-07-04,2016-01-04,7.1
779221426,Chris Audry,2016-10-13,2018-08-02,8.1
105829357,Aleda Gonnel,2017-07-22,2017-08-23,0.6
299805026,Lenore Dilke,2019-02-12,2017-05-16,9.2
605210723,Georgine Selcraig,2015-10-18,2016-09-21,5.2
150288666,Murdock Domaschke,2017-08-19,2017-01-17,2.2
767604370,Kary Ashe,2019-01-14,2017-09-05,7.2
262508022,Oliviero Neward,2019-03-06,2016-10-02,1.0
570581288,Annmaria Swinerd,2018-06-04,2019-08-18,9.0
667601143,Ulberto Rizzone,2016-10-01,2018-08-27,2.0
636825696,Jaye Note,2018-08-15,2019-06-07,5.6
674072132,Aurora Greedier,2018-11-23,2015-12-19,2.8
638000617,Shaylyn Whapple,2019-01-31,2017-06-18,8.7
396804791,Petra Rawdall,2018-06-26,2016-03-25,7.5
375128448,Sidonnie Ortet,2018-08-04,2016-11-22,5.7
804380036,Hubie Mackriell,2016-05-12,2018-07-15,9.4
729822208,Lanie Melmar,2018-06-25,2018-10-03,5.0
516873776,Inna Sergean,2019-05-16,2019-07-29,0.4
206844117,Nickolai McClelland,2018-07-23,2019-09-14,1.4
100088902,Sharyl Osipov,2019-07-18,2017-01-06,2.2
214968482,Calv Murfin,2019-07-25,2016-01-04,1.8
696810288,Nickola Shortin,2019-03-30,2019-04-17,5.8
772445642,Maximilianus Oppie,2019-06-13,2016-12-07,0.8
268412009,Windy Kirvin,2017-11-20,2017-05-14,5.6
171825876,Anetta Craik,2019-09-06,2016-11-21,8.7
886261501,Kailey Bedwell,2015-11-19,2016-03-01,7.7
241739731,Joeann Duncklee,2016-04-18,2017-03-20,3.8
554741634,Leslie Mullan,2017-02-13,2018-08-18,3.9
061165443,Derby Bowick,2018-04-01,2019-01-27,6.1
494975278,Stanislas Beckwith,2018-06-11,2017-12-21,8.0
318156116,Carolin Grimwood,2018-02-10,2017-08-26,2.8
253686086,Candie McCurtain,2016-04-22,2016-12-24,5.9
095641370,Pippo Cattenach,2018-09-19,2018-01-31,8.3
233074991,Neile Clayworth,2019-02-22,2016-09-08,3.4
881280057,Tyne Scroggins,2016-12-21,2019-02-25,3.8
837651151,Cyril Dryburgh,2019-05-09,2016-12-08,3.3
697894829,Ariel Jorio,2019-01-19,2017-12-08,5.3
185435058,Jeanette Bruinemann,2016-09-23,2017-04-10,7.5
289688232,Ravi Gissing,2016-05-31,2016-12-12,5.5
618114049,Buddy Ayshford,2016-11-25,2016-05-04,1.7
540519132,Sammy Youel,2016-05-22,2017-09-10,1.2
155351418,Hewe McCard,2016-01-18,2018-07-07,1.1
808903642,Mar Payfoot,2018-02-08,2017-12-07,0.6
309187196,Ros Turn,2016-10-30,2019-09-17,4.5
146495779,Cindee Inch,2018-09-26,2018-08-16,9.8
435086402,Gilbertina Gravener,2016-12-01,2017-10-07,2.6
884868412,Arny Goodright,2019-06-18,2018-08-30,2.7
174587159,Shae Worsfield,2019-05-27,2017-04-14,1.0
015912895,Justin Gonsalvo,2018-11-25,2016-02-02,9.2
217276158,Mile Downgate,2019-09-25,2018-01-06,4.8
915672317,Brent Simco,2017-10-31,2018-12-10,7.7
236019367,Marcille Moulster,2016-03-13,2018-12-06,6.7
885102022,Willard Deners,2017-07-26,2018-11-29,7.4
058968097,Alphard Jagielski,2017-04-15,2018-05-22,8.9
622850111,Ringo Iacovielli,2015-11-30,2017-04-14,9.6
237887424,Clarabelle Wind,2017-06-22,2019-03-28,7.2
913417596,Violante Scothern,2016-02-29,2015-12-23,6.2
985773791,Cherilyn Reneke,2019-04-18,2018-11-21,9.0
688036154,Gare Proudley,2016-01-22,2017-04-08,5.0
469010177,Reggie Cowap,2019-04-16,2017-05-04,4.0
143065769,George Wyd,2017-08-23,2016-06-23,4.2
724976102,Dunn Payfoot,2019-09-29,2016-10-10,0.3
107784636,Eilis Waple,2018-08-25,2017-07-10,1.4
063145475,Skelly Newcomen,2017-06-29,2019-06-08,8.6
698869464,Ann Goodswen,2016-07-01,2018-04-28,5.3
987755661,Sheba Taggert,2019-05-30,2018-01-26,7.2
219245278,Aeriell Dermott,2019-08-07,2017-11-06,1.9
034096704,Felicdad Stanyard,2018-12-17,2017-06-30,2.5
446219670,Zackariah Dana,2019-07-02,2017-09-14,1.5
808941941,Rosy Pattisson,2018-04-03,2019-02-23,0.8
570230539,Tommie Slessor,2017-04-26,2018-06-25,10.0
805527600,Teresina McAlpine,2018-10-08,2018-12-02,9.6
642842610,Jo Huntly,2017-10-28,2018-10-10,3.2
150841475,Cash Japp,2019-03-16,2017-11-07,2.1
297847719,Matthus Trillow,2016-04-16,2019-07-30,9.6
211697045,Kassia Vincent,2016-07-18,2016-09-26,7.9
383557909,Trumann Attwell,2016-01-30,2018-04-17,0.8
402765673,Phyllis Tedstone,2018-03-12,2017-03-13,2.5
066689254,Tonie Benninck,2017-01-23,2018-04-23,1.4
698892886,Meridel Tinline,2018-05-28,2017-10-09,7.3
251674103,Clevey Issakov,2018-03-16,2018-10-12,8.0
142439132,Richart Buddington,2018-07-10,2016-04-22,2.2
599601957,Dian Skirven,2016-02-18,2019-08-12,9.1
484428017,Sully Hartegan,2016-11-13,2019-05-20,0.6
264730360,Karel Gabbat,2018-06-10,2019-04-15,3.8
591043035,Raoul Boays,2017-12-28,2015-11-13,4.2
306903347,Lila Sparkwill,2016-12-24,2019-01-25,7.0
282190180,Ariela Dollman,2019-03-28,2016-06-04,8.2
069326836,Brice Dundridge,2016-04-16,2016-10-09,6.7
934325788,Madelina Whittam,2019-09-30,2016-08-24,2.9
659427350,Minnaminnie Yushmanov,2018-06-30,2019-08-29,4.5
393060614,Anette Watkin,2017-12-23,2016-09-27,0.4
243849162,Vina Sole,2019-04-27,2017-01-22,1.3
710597580,Anselm Cometson,2017-11-08,2019-07-20,5.4
500588295,Andee Keymar,2019-03-28,2018-07-18,6.0
422680194,Patric Althorpe,2016-11-08,2019-06-19,6.7
126434405,Bari Millions,2017-01-05,2018-01-29,1.0
584355552,Maison Beal,2018-05-12,2018-06-08,6.7
037025677,Myles Bellwood,2016-03-22,2017-09-10,5.7
492542901,Gabriel Matovic,2018-09-03,2017-12-09,9.8
584099577,Evonne Wileman,2017-08-15,2019-02-02,1.6
105036069,Gaspard Della,2017-03-15,2016-06-07,6.5
834221895,Thain Verbeke,2019-09-04,2016-11-05,5.8
110159993,Antonino Klausewitz,2017-04-29,2019-04-15,6.4
217189642,Georgianna Janton,2019-06-15,2016-06-28,5.8
215221616,Merv Allingham,2017-05-13,2018-07-27,6.8
112303590,Bald Malpass,2019-02-04,2019-02-26,3.5
536315337,Rollins Gillian,2019-08-04,2019-07-30,7.7
218002632,Carma Ellsbury,2017-08-21,2018-11-30,2.2
941920396,Fair Perroni,2016-08-16,2018-10-13,5.3
975293268,Mozelle Snooks,2017-04-04,2016-06-04,4.6
858146508,Paulo Nelson,2018-02-08,2017-05-28,5.7
820975852,Dodie Dyson,2015-12-02,2017-12-04,8.4
606820908,Conway Sterry,2016-05-13,2017-03-04,4.9
339698023,Nathalia Rubke,2016-02-24,2017-04-02,8.5
200188232,Pyotr Dubois,2016-01-07,2018-01-25,3.1
486974638,Neely Alyutin,2017-04-29,2017-05-28,0.4
999763688,Randie Stockney,2016-09-01,2016-01-21,7.7
028802388,Chryste Comiskey,2018-07-16,2018-06-04,0.5
645867997,Sheena Ogles,2017-06-09,2017-07-05,1.1
022890851,Lilli Dowle,2019-10-03,2019-04-27,1.8
264597136,Nicki Ralston,2019-04-01,2019-07-20,2.6
298368646,Mick Stokes,2016-12-19,2016-12-19,9.2
178864842,Talyah Portlock,2016-06-25,2016-05-12,1.8
829645292,Stanislaus Amies,2019-05-06,2016-07-12,6.8
466546689,Yoshiko Brade,2018-07-12,2017-11-08,2.1
699931364,Vaughn Hartropp,2019-08-07,2016-12-07,4.0
446049722,Teddi Neathway,2017-12-02,2017-09-10,7.8
386235112,Olivie Shackle,2018-06-11,2017-07-10,6.2
239785038,Dorri Lehrahan,2017-03-26,2017-04-20,4.5
182036809,Adelice Meeke,2018-05-15,2017-03-02,3.4
079296945,Bran Cremins,2019-03-01,2016-03-08,4.3
815353989,Carline Pike,2015-12-30,2017-05-12,1.0
939798066,Lindsey Summerlie,2017-05-14,2018-01-05,0.5
430219003,Kenny Barrick,2017-03-08,2019-07-26,3.7
931509598,Mersey Thacker,2016-08-08,2019-08-22,1.1
791579540,Nelson Kleinstein,2019-07-28,2018-12-10,0.4
543516354,Gerry Filintsev,2016-05-04,2017-05-04,4.2
165631915,Ginelle Lowthian,2017-11-20,2018-12-14,2.1
937173885,Don Sedcole,2019-09-22,2018-02-25,8.5
450716281,Bevin Bradnam,2016-04-27,2019-10-06,5.8
376951649,Hilton Anersen,2016-08-02,2015-12-31,7.9
320635648,Dina Scritch,2016-12-28,2016-05-26,3.3
055990136,Brock Hambridge,2016-08-22,2019-02-27,1.7
515386534,Hi Schimek,2016-01-01,2017-12-29,9.3
569225571,Tallou Cowen,2019-09-03,2017-10-11,2.8
329082417,Denice Swaby,2018-06-10,2017-06-23,3.3
951943339,Bartlett Crumby,2016-02-27,2019-03-27,2.2
504492060,Gan Van der Beek,2018-04-20,2019-06-28,8.7
977750819,Shelden Couroy,2017-03-28,2018-10-10,6.1
705372710,Alford Simco,2017-01-02,2016-02-17,6.5
122070835,Tessi Bellay,2016-12-19,2018-08-30,5.8
062500444,Cale Babe,2018-11-13,2017-11-30,7.4
963688154,Joceline Quincee,2017-06-15,2016-06-29,9.5
934936578,Sander Nolda,2017-01-06,2017-12-25,1.7
444688995,Samuele Swainson,2017-10-24,2019-01-18,4.1
487396011,Dunc Lukacs,2019-04-14,2019-08-02,4.4
719252975,Ray McDonagh,2016-10-14,2016-09-06,0.3
445134514,Aeriell Eakly,2016-02-20,2019-01-19,6.3
670188023,Heywood Francklyn,2017-03-26,2016-08-29,6.9
865870950,Tiffani Newall,2018-11-02,2017-11-05,6.4
098496027,Andee Bony,2019-09-21,2018-09-30,2.9
395540476,Dede Laughrey,2017-03-04,2016-08-01,8.7
454710104,Bruno Pulster,2018-12-01,2019-01-14,9.3
889593312,Ronica Rijkeseis,2016-02-02,2016-11-04,3.2
490954133,Stephan Oldroyd,2019-05-27,2018-01-02,3.6
755444183,Cherise O'Sheeryne,2018-04-16,2018-07-12,6.5
900880566,Con Shiliton,2018-05-20,2018-05-21,6.0
354576846,Gavin Le Sarr,2018-11-01,2016-04-16,4.4
031803553,Gerhardine Dacca,2018-02-20,2019-02-10,0.4
266377898,Chickie Popeley,2019-06-17,2016-03-19,1.8
453028541,Octavius Saterthwait,2019-02-13,2015-12-12,6.8
960055605,Lorette Bugdall,2017-08-06,2017-06-24,2.2
271645262,Diane-marie Huckfield,2018-06-27,2019-09-15,4.5
203282062,Christoforo Baleine,2018-02-03,2016-04-24,1.3
854477269,Sinclair Creevy,2018-03-28,2016-05-27,2.0
115984881,Agnola Hindenburg,2018-08-25,2017-09-01,5.7
719865765,Montague Yuryichev,2018-12-09,2018-11-30,5.9
060484608,Rozelle Ingrey,2017-03-07,2016-09-16,5.3
881791927,Alair Torbard,2016-06-18,2019-07-07,9.3
172624991,Denise Aleixo,2015-12-25,2017-07-07,9.0
816339939,Esra Baniard,2019-07-12,2019-01-13,4.1
199947753,Thomasina Isard,2019-03-04,2016-07-13,7.1
474488611,Myrta Ranyelld,2016-10-19,2018-05-16,5.9
027121962,Emmalynne Jahns,2016-10-10,2016-06-23,3.2
364883735,Dewey St Clair,2019-02-20,2016-05-11,7.2
305422680,Sarette Duckfield,2018-02-26,2019-04-14,4.4
537468765,Johnette Diggins,2018-10-13,2017-08-31,0.8
654872645,Harcourt Gerrad,2017-01-12,2015-12-27,5.5
738054719,Boonie Noyce,2017-07-15,2019-01-12,4.8
695885220,Rubia Paulin,2016-04-15,2016-01-14,0.6
988121000,Lorenzo Gokes,2016-11-17,2015-10-19,5.0
811625916,Clayson Gantz,2016-10-27,2016-04-16,2.6
272926296,Mikey Delahunty,2018-09-21,2019-09-27,3.5
138507841,Cord Michiel,2018-10-29,2019-05-07,8.8
346480456,Kanya Stirling,2018-12-12,2019-08-17,3.8
621699950,Livia Reiner,2017-05-30,2016-06-30,2.5
684869523,Dulcinea Charlick,2018-11-07,2017-05-17,6.8
639400305,Thorny Robillard,2019-06-23,2019-06-13,5.0
062907473,William Biglin,2019-08-30,2015-10-13,3.5
627359981,Amabelle Dismore,2019-04-20,2018-09-25,2.1
207336934,Colman O'Shea,2018-10-07,2016-10-14,3.7
061488794,Mickie Renac,2019-07-29,2016-07-16,4.6
289050568,Yolande Sustin,2016-08-24,2017-09-23,3.5
598011570,Federica Morter,2017-06-06,2016-06-08,2.8
883714334,Ambrosi Enticott,2016-07-20,2017-08-25,9.6
533531370,Emeline Digg,2016-02-11,2018-03-17,3.9
710089340,Donall Albrighton,2017-01-18,2019-08-23,6.7
733025213,Spencer Cleary,2019-03-23,2016-07-13,9.2
003904602,Maxie Dupoy,2019-06-21,2018-07-14,7.7
799171043,Larine Izachik,2018-05-01,2016-05-17,4.6
343974922,Chadwick Pala,2018-04-03,2019-05-17,6.0
709301861,Clayton Bending,2016-01-15,2018-09-01,7.3
011675215,Curran Cragg,2017-03-18,2016-02-15,4.5
766631946,Arlen Trevallion,2019-05-25,2018-04-22,2.2
352151251,Stephanus Capey,2019-07-01,2016-05-21,6.1
319626499,Pierson Serck,2017-12-31,2018-01-14,7.3
499559894,Tamara Rijkeseis,2017-07-19,2015-12-19,7.8
234531448,Ginelle Ridgwell,2019-03-05,2016-08-23,7.9
247845645,Giffer St Quenin,2017-01-05,2018-12-29,8.9
201525948,Damien Aland,2017-03-31,2017-06-11,4.6
740041913,Wynnie Luc,2019-01-31,2018-10-25,1.2
981905779,Dene Murdoch,2017-05-14,2019-08-21,7.0
504046461,Betta Malenfant,2018-03-26,2017-06-04,5.3
840113070,Dianemarie Lindl,2016-10-03,2017-10-21,9.2
684710146,Abey Peacey,2018-04-15,2018-08-23,8.1
743226366,Mariejeanne Willishire,2018-02-22,2015-12-01,6.0
359512397,Ofilia Sprakes,2015-10-18,2019-07-11,0.3
022127188,Tarrah Spearett,2018-08-22,2017-10-19,1.9
580118322,Prisca Fettis,2016-06-16,2018-04-20,9.9
370261538,Luciana Bisco,2018-09-04,2016-10-22,4.8
089729186,Putnem Kocher,2019-06-03,2016-02-01,5.7
609305377,Towney Olivet,2017-02-09,2017-11-05,7.2
381967668,Constancy Brammer,2018-02-21,2016-11-06,6.9
343570255,Anstice Schultheiss,2017-06-08,2019-07-10,2.8
584950472,Kelbee Western,2017-11-05,2016-10-03,3.4
350947583,Uriel Kelso,2019-01-21,2016-09-13,3.3
722441702,Joyan Chatelet,2019-09-26,2017-07-08,6.5
871837987,Perkin Fodden,2015-11-11,2017-07-15,7.9
319197629,Bogart Bellfield,2018-06-19,2016-05-25,1.4
822631503,Lillian Callis,2017-07-07,2017-06-07,8.6
712363185,Thom Kmiec,2016-06-06,2019-08-13,3.8
360226496,Alfredo Greenacre,2017-05-12,2017-03-27,9.3
911814857,Barny Arzu,2018-04-09,2019-01-20,8.7
812354954,Ber Chillingworth,2017-09-03,2016-01-13,3.4
438535610,Janeva Goodall,2017-01-30,2018-02-23,9.1
433697620,Darrel Alldis,2017-10-30,2018-05-18,3.1
146952172,Sheridan Tonbye,2017-07-13,2016-04-25,5.7
382656526,Alaster Caselick,2019-03-08,2015-12-24,9.8
294029601,Radcliffe Laye,2016-06-14,2016-02-01,7.7
130057259,Damian Drinkhill,2019-06-03,2015-11-15,2.7
255076702,Ealasaid Elmhurst,2017-01-03,2018-05-02,4.6
927872423,Irvin Pacht,2017-10-10,2018-05-24,8.5
009213430,Natal Rojel,2017-09-10,2017-05-30,9.5
217369918,Kurt Spawton,2016-10-07,2015-12-07,2.0
916906121,Sigismondo Bougourd,2016-03-30,2017-05-05,1.9
898247612,Juieta Basford,2019-08-07,2019-09-18,5.4
591402710,Keenan MacDunlevy,2018-09-03,2018-09-18,6.8
506204437,Amil Matteoni,2018-06-08,2018-12-15,3.3
726658690,Kayley Tinton,2015-11-16,2018-12-15,3.0
909703854,Sherwood Pendergast,2019-02-06,2018-08-16,9.1
783828508,Lynde Tattoo,2017-07-05,2017-09-30,4.0
103824620,Lonni Vasilenko,2017-09-09,2016-09-14,8.6
263537484,Diane Kinnock,2017-12-21,2017-10-13,7.7
730152567,Isabel Runnacles,2019-07-11,2016-08-05,5.8
715138913,Aaron Andrichuk,2019-06-29,2018-12-15,3.9
061729795,Krishnah Nairne,2019-09-29,2017-01-19,7.5
648190525,Madelyn Grisard,2018-06-21,2017-07-12,0.5
833733663,Jesus Fawley,2018-08-08,2018-07-16,9.8
100163161,Victoria Cuppitt,2016-11-09,2017-11-06,2.2
513932512,Rosy Bowdler,2017-09-20,2018-04-21,8.0
388865927,Osgood Kierans,2018-04-30,2016-08-10,3.0
408641311,Clarence Clay,2016-03-23,2015-11-23,8.2
802149769,Dallas Vowden,2015-11-26,2017-10-06,2.2
170539360,Chrisse Osan,2018-06-26,2017-07-09,7.5
284393486,Kitty Saylor,2019-04-27,2016-05-24,7.8
025657371,Elene Reynold,2017-12-14,2017-02-28,1.1
518205404,Forbes Baum,2019-03-29,2017-02-01,8.2
417659564,Meggie Tabram,2016-02-09,2016-01-20,8.7
575395699,Shelba Hauck,2018-10-01,2018-09-03,6.2
731964521,Monte Baudts,2016-12-02,2018-09-04,2.8
058868051,Rooney Dodle,2019-07-31,2018-09-10,2.5
329337894,Lee Crossgrove,2018-12-11,2017-02-20,3.4
871948392,Nanci Follis,2017-05-29,2018-11-08,2.6
965526421,Niki Clee,2017-11-04,2018-11-21,8.0
593098860,Obediah Johanssen,2017-12-18,2019-01-03,1.3
528530842,Celina Sandells,2016-12-12,2016-05-30,7.3
002441460,Durward Pankethman,2018-07-26,2017-01-30,6.6
557684981,Deeanne Avann,2018-01-18,2015-11-19,0.2
880883931,Eirena Jacklin,2016-11-24,2017-10-27,4.0
316066012,Simmonds Foster,2017-08-24,2017-06-24,7.4
766938840,Olwen Sazio,2016-11-18,2017-10-13,0.6
486585708,Swen Dreier,2015-10-20,2016-10-08,4.8
656250766,Gawen Dudny,2016-12-15,2016-04-08,6.4
200989131,Darsey Plover,2017-02-03,2016-03-20,5.7
147671800,Lucio Linkie,2016-04-14,2019-05-25,3.1
966059745,Kalinda Dominetti,2016-07-27,2017-09-14,3.6
780746128,Eldin Nickols,2015-12-29,2017-01-14,9.2
421089489,Donovan Ruffy,2018-08-20,2017-05-21,3.1
673909494,Glenna Peach,2018-02-26,2017-08-05,6.9
065014102,Mick Yakunikov,2015-12-01,2018-05-15,6.8
144259839,Lindy Grivori,2018-10-16,2018-09-16,8.0
959045766,Karmen Thomsson,2017-08-12,2016-06-26,0.9
224523364,Tedmund Allsep,2019-05-19,2017-07-26,1.2
199245404,Betsy Aurelius,2017-01-02,2018-09-07,3.4
490224594,Cristy Biasetti,2019-08-28,2019-04-20,8.0
408975844,Niles Gonzalo,2017-10-19,2018-09-13,0.1
537635236,Reynard Gawne,2019-08-12,2017-05-17,6.2
334574216,Erinna Scarf,2015-11-20,2017-01-13,1.5
833246193,Janaya Kemme,2018-06-01,2017-10-06,6.4
824670900,Carmela Meddings,2016-04-06,2019-02-18,9.7
894066808,Moishe Obell,2018-09-24,2017-03-28,1.8
578535068,Giustina Bunting,2015-12-31,2016-03-08,8.4
187600036,Kassi Belamy,2018-03-01,2016-06-23,8.1
263286023,Elyn Rominov,2018-08-19,2019-09-29,8.1
